"Date","Filename","Period","Country/Territory (User location)","Location type","Campaign","Currency","Clicks","Impressions","CTR","Avg. CPC","Cost","Impr. (Abs. Top) ","Impr. (Top) ","Conversions","View-through conv.","Cost / conv.","Conv. rate"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Niger","Physical location","New App Promotion","USD",41,1546,"2.65",0.02,0.87,"0.00","0.00",3,0,0.29,"7.32"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Paraguay","Physical location","New App Promotion","USD",31,1198,"2.59",0.03,0.79,"0.00","0.00",2,0,0.39,"6.06"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Solomon Islands","Physical location","New App Promotion","USD",2,77,"2.60",0.03,0.06,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","United Arab Emirates","Physical location","New App Promotion","USD",25,1743,"1.43",0.04,1.05,"0.00","42.86",3,0,0.35,"12.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Cayman Islands","Physical location","New App Promotion","USD",1,74,"1.35",0.03,0.03,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Trinidad and Tobago","Physical location","New App Promotion","USD",24,1598,"1.50",0.04,0.9,"0.00","0.00",5,0,0.18,"20.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Croatia","Physical location","New App Promotion","USD",5,223,"2.24",0.02,0.11,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Bangladesh","Physical location","New App Promotion","USD",1026,44662,"2.30",0.04,36.42,"37.50","62.50",119,1,0.31,"11.16"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Maldives","Physical location","New App Promotion","USD",20,838,"2.39",0.02,0.43,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Romania","Physical location","New App Promotion","USD",15,804,"1.87",0.02,0.35,"0.00","0.00",1,0,0.35,"6.25"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Armenia","Physical location","New App Promotion","USD",15,1095,"1.37",0.02,0.29,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Mongolia","Physical location","New App Promotion","USD",169,7158,"2.36",0.03,5.4,"0.00","0.00",22,0,0.25,"12.87"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Malta","Physical location","New App Promotion","USD",3,258,"1.16",0.03,0.09,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Singapore","Physical location","New App Promotion","USD",16,744,"2.15",0.03,0.44,"0.00","100.00",2,0,0.22,"12.50"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Bhutan","Physical location","New App Promotion","USD",17,854,"1.99",0.02,0.36,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Libya","Physical location","New App Promotion","USD",231,7070,"3.27",0.04,8.88,"0.00","0.00",47,0,0.19,"20.17"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Norway","Physical location","New App Promotion","USD",2,60,"3.33",0.02,0.05,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Kyrgyzstan","Physical location","New App Promotion","USD",41,2378,"1.72",0.03,1.05,"0.00","33.33",3,0,0.35,"6.82"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Bosnia and Herzegovina","Physical location","New App Promotion","USD",6,429,"1.40",0.02,0.09,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Eritrea","Physical location","New App Promotion","USD",0,13,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Seychelles","Physical location","New App Promotion","USD",3,139,"2.16",0.02,0.06,"0.00","0.00",2,0,0.03,"66.67"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Russia","Physical location","New App Promotion","USD",110,4129,"2.66",0.04,4.26,"0.00","100.00",8,0,0.53,"7.27"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Brazil","Physical location","New App Promotion","USD",70,5987,"1.17",0.04,2.54,"0.00","0.00",2,0,1.27,"2.86"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Timor-Leste","Physical location","New App Promotion","USD",27,1011,"2.67",0.02,0.66,"0.00","0.00",1,0,0.66,"3.57"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Estonia","Physical location","New App Promotion","USD",2,149,"1.34",0.02,0.05,"100.00","100.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Lebanon","Physical location","New App Promotion","USD",45,1753,"2.57",0.03,1.44,"0.00","0.00",9,0,0.16,"20.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","China","Physical location","New App Promotion","USD",5,380,"1.32",0.02,0.09,"0.00","100.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Cambodia","Physical location","New App Promotion","USD",85,3842,"2.21",0.03,2.47,"0.00","100.00",8,0,0.31,"8.16"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Caribbean Netherlands","Physical location","New App Promotion","USD",0,28,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Djibouti","Physical location","New App Promotion","USD",8,364,"2.20",0.02,0.19,"0.00","0.00",1,0,0.19,"12.50"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Bahrain","Physical location","New App Promotion","USD",6,577,"1.04",0.03,0.21,"0.00","0.00",1,1,0.21,"16.67"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Namibia","Physical location","New App Promotion","USD",39,2174,"1.79",0.03,1.24,"25.00","25.00",2,0,0.62,"5.13"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Hong Kong","Physical location","New App Promotion","USD",9,347,"2.59",0.05,0.48,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Ethiopia","Physical location","New App Promotion","USD",44,2846,"1.55",0.04,1.8,"0.00","0.00",7,0,0.26,"15.91"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Pakistan","Physical location","New App Promotion","USD",752,37710,"1.99",0.03,24.72,"43.33","88.89",80,0,0.31,"10.35"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","American Samoa","Physical location","New App Promotion","USD",0,10,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Qatar","Physical location","New App Promotion","USD",13,1171,"1.11",0.03,0.41,"0.00","0.00",2,0,0.21,"15.38"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Federated States of Micronesia","Physical location","New App Promotion","USD",0,29,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Guernsey","Physical location","New App Promotion","USD",0,39,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Nigeria","Physical location","New App Promotion","USD",493,26922,"1.83",0.05,23.38,"9.38","34.38",113,1,0.21,"22.92"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Jamaica","Physical location","New App Promotion","USD",18,1613,"1.12",0.03,0.51,"100.00","100.00",3,0,0.17,"16.67"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Liberia","Physical location","New App Promotion","USD",21,714,"2.94",0.04,0.81,"0.00","0.00",3,0,0.27,"14.29"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Belarus","Physical location","New App Promotion","USD",60,2694,"2.23",0.02,1.46,"0.00","0.00",5,0,0.29,"8.33"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","British Indian Ocean Territory","Physical location","New App Promotion","USD",0,1,"0.00",0,0,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Canada","Physical location","New App Promotion","USD",10,360,"2.78",0.05,0.47,"0.00","0.00",1,0,0.47,"10.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Rwanda","Physical location","New App Promotion","USD",9,886,"1.02",0.06,0.56,"33.33","33.33",1,0,0.56,"10.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Sierra Leone","Physical location","New App Promotion","USD",13,1041,"1.25",0.03,0.45,"0.00","0.00",3,0,0.15,"23.08"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Spain","Physical location","New App Promotion","USD",12,875,"1.37",0.03,0.4,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","France","Physical location","New App Promotion","USD",17,681,"2.50",0.04,0.72,"0.00","0.00",2,0,0.36,"11.76"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Yemen","Physical location","New App Promotion","USD",137,4935,"2.78",0.02,3.11,"0.00","0.00",22,0,0.14,"16.06"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Sri Lanka","Physical location","New App Promotion","USD",133,6796,"1.96",0.03,3.57,"8.33","58.33",8,0,0.45,"5.88"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Guam","Physical location","New App Promotion","USD",2,222,"0.90",0.02,0.04,"0.00","0.00",0,0,0,"0.00"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Ghana","Physical location","New App Promotion","USD",104,6730,"1.55",0.03,3.61,"20.00","40.00",21,0,0.17,"20.19"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Peru","Physical location","New App Promotion","USD",74,5515,"1.34",0.02,1.81,"0.00","0.00",3,0,0.6,"4.05"
2019-10-20,"User locations - kevin (1).csv","October 13, 2019 - October 19, 2019","Syria","Physical location","New App Promotion","USD",10,439,"2.28",0.02,0.23,"0.00","0.00",1,0,0.23,"10.00"
